,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
61838,c-9,c-28,c-4,821,WN,IND,MDW,162,N
61839,c-1,c-14,c-5,1825,OO,BIL,SLC,387,N
61840,c-9,c-18,c-1,912,NW,IND,MCO,828,N
61841,c-8,c-18,c-4,1153,OO,SLC,LWS,461,N
61842,c-6,c-28,c-2,815,EV,SLC,MCI,919,N
61843,c-5,c-10,c-2,932,US,CLT,LGA,544,N
61844,c-5,c-17,c-2,616,MQ,RDU,STL,667,N
61845,c-9,c-11,c-1,1157,AA,DTW,DFW,987,N
61846,c-3,c-16,c-3,1806,MQ,LAX,SBP,155,Y
61847,c-5,c-14,c-7,1620,US,PHX,ONT,325,N
61848,c-5,c-5,c-4,1214,XE,MSP,CLE,622,Y
61849,c-1,c-25,c-3,1042,NW,MCO,MSP,1310,N
61850,c-4,c-27,c-3,1833,CO,EWR,BQN,1585,Y
61851,c-5,c-1,c-7,1428,DL,SAV,ATL,215,N
61852,c-11,c-12,c-7,1422,OO,MFR,PDX,222,N
61853,c-4,c-25,c-1,630,EV,ISO,ATL,406,N
61854,c-10,c-11,c-3,901,WN,STL,DAL,546,N
61855,c-1,c-25,c-2,1620,EV,DFW,BPT,270,Y
61856,c-4,c-25,c-2,1319,XE,PVD,EWR,160,N
61857,c-11,c-21,c-1,1800,WN,AUS,SAN,1164,Y
61858,c-3,c-8,c-3,1911,EV,SBN,ATL,566,Y
61859,c-3,c-29,c-3,2008,B6,PBI,BOS,1197,N
61860,c-5,c-6,c-6,603,B6,RIC,JFK,288,N
61861,c-3,c-20,c-7,917,DL,ORF,ATL,516,N
61862,c-12,c-3,c-6,1935,WN,MDW,OAK,1844,N
61863,c-1,c-7,c-5,835,US,CLT,GSO,83,N
61864,c-12,c-12,c-1,1634,B6,JFK,BUR,2465,N
61865,c-10,c-21,c-6,1728,FL,MDW,MCO,989,N
61866,c-11,c-1,c-3,2027,UA,DEN,SJC,948,Y
61867,c-3,c-23,c-4,1538,OO,ORD,CVG,264,N
61868,c-4,c-7,c-5,2247,WN,RSW,MDW,1105,Y
61869,c-2,c-8,c-3,1035,AA,SAN,DFW,1171,N
61870,c-11,c-1,c-2,857,NW,DTW,GRR,120,N
61871,c-12,c-12,c-1,1220,WN,DAL,LIT,296,N
61872,c-3,c-6,c-1,756,CO,RSW,CLE,1025,N
61873,c-5,c-8,c-7,1140,WN,LAS,SAT,1069,N
61874,c-10,c-18,c-3,1620,OH,ATL,PWM,1027,Y
61875,c-3,c-23,c-4,2120,DL,DCA,ATL,547,Y
61876,c-4,c-14,c-5,2007,FL,PHL,ATL,665,N
61877,c-8,c-30,c-3,1725,DL,JFK,SEA,2421,N
61878,c-1,c-12,c-4,1645,FL,PHL,FLL,992,N
61879,c-5,c-23,c-1,1635,WN,LAS,MSY,1501,N
61880,c-1,c-30,c-7,2116,OH,CVG,ATW,411,Y
61881,c-10,c-28,c-6,1229,B6,JFK,RIC,288,N
61882,c-4,c-25,c-1,1654,MQ,GGG,DFW,140,N
61883,c-6,c-1,c-3,616,AS,PHX,SEA,1107,N
61884,c-2,c-2,c-3,1416,AA,MDW,DFW,797,N
61885,c-12,c-24,c-7,2259,AA,SAN,ORD,1723,N
61886,c-3,c-6,c-7,1735,MQ,GSP,ORD,577,N
61887,c-6,c-1,c-4,1434,DL,STT,ATL,1599,N
61888,c-10,c-19,c-4,804,MQ,DFW,ACT,89,N
61889,c-8,c-16,c-2,1700,MQ,ORD,HSV,510,N
61890,c-7,c-22,c-5,1634,DH,IAD,CHS,441,Y
61891,c-5,c-23,c-2,624,XE,ALB,CLE,424,N
61892,c-7,c-16,c-7,1725,YV,SAV,CLT,213,N
61893,c-1,c-24,c-2,756,MQ,COS,ORD,911,N
61894,c-12,c-20,c-2,1947,DL,MIA,ATL,595,Y
61895,c-11,c-6,c-1,1913,FL,FLL,BWI,925,N
61896,c-3,c-13,c-1,1045,EV,ATL,VLD,208,Y
61897,c-12,c-11,c-1,853,DL,SDF,ATL,321,N
61898,c-8,c-30,c-3,650,XE,GSP,IAH,838,N
61899,c-2,c-10,c-5,2032,AS,PDX,LAX,834,N
61900,c-4,c-28,c-5,910,CO,EWR,MIA,1086,N
61901,c-2,c-9,c-4,530,OH,EVV,CVG,170,N
61902,c-8,c-8,c-2,745,MQ,XNA,ORD,522,N
61903,c-9,c-11,c-7,1116,DL,LAX,BOS,2611,N
61904,c-7,c-1,c-5,1100,EV,ISO,ATL,406,N
61905,c-7,c-4,c-1,1245,UA,KOA,SFO,2367,N
61906,c-12,c-27,c-2,610,WN,PHL,MDW,668,N
61907,c-7,c-19,c-2,2048,DL,SLC,BZN,347,Y
61908,c-10,c-4,c-2,1957,OO,SLC,SFO,599,Y
61909,c-10,c-14,c-5,852,MQ,ORD,HPN,738,N
61910,c-3,c-4,c-5,1627,WN,MDW,BNA,395,N
61911,c-8,c-29,c-1,1815,WN,IND,LAX,1814,N
61912,c-8,c-10,c-4,1739,MQ,DFW,BTR,383,Y
61913,c-11,c-23,c-3,1630,EV,CVG,LIT,513,N
61914,c-7,c-24,c-7,1230,FL,BWI,BOS,370,N
61915,c-3,c-9,c-3,1729,NW,MKE,DTW,238,N
61916,c-10,c-5,c-3,2247,OO,SLC,GJT,217,Y
61917,c-7,c-11,c-2,1718,AS,OAK,SNA,371,N
61918,c-5,c-16,c-2,1540,UA,DEN,OMA,472,N
61919,c-8,c-13,c-6,600,OO,FAT,SLC,501,N
61920,c-8,c-11,c-5,1549,OO,LAX,FAT,209,Y
61921,c-4,c-15,c-6,936,DL,LGA,MCO,950,N
61922,c-11,c-22,c-2,822,AA,DFW,LAS,1055,N
61923,c-5,c-19,c-4,1433,NW,GRB,MSP,252,N
61924,c-7,c-29,c-5,2018,WN,HOU,OKC,419,Y
61925,c-10,c-14,c-6,1337,OH,CVG,TUL,646,N
61926,c-4,c-6,c-3,1810,HP,PHX,AUS,872,N
61927,c-10,c-26,c-4,2215,WN,TUL,MCI,223,Y
61928,c-9,c-16,c-6,1207,XE,EWR,CMH,462,N
61929,c-4,c-27,c-4,1815,EV,GPT,ATL,352,Y
61930,c-3,c-5,c-6,1818,WN,CMH,MDW,284,Y
61931,c-7,c-30,c-6,1555,DL,ATL,JFK,760,Y
61932,c-2,c-11,c-5,1317,OH,RDU,CVG,390,N
61933,c-8,c-18,c-5,2301,FL,ATL,PHL,665,N
61934,c-4,c-26,c-3,1410,CO,SAT,IAH,191,Y
61935,c-11,c-13,c-1,721,WN,PHL,RDU,336,N
61936,c-1,c-19,c-3,1145,EV,DEN,DFW,641,N
61937,c-9,c-8,c-5,2009,US,PHL,ATL,665,N
61938,c-4,c-26,c-2,2120,OH,BOS,JFK,187,N
61939,c-12,c-4,c-1,1750,EV,TUL,ATL,674,N
61940,c-2,c-24,c-4,633,AA,LGA,DFW,1389,N
61941,c-6,c-17,c-6,1345,YV,ORD,CLT,599,Y
61942,c-9,c-12,c-1,1357,UA,ORD,DCA,612,N
61943,c-3,c-7,c-2,805,WN,MCO,STL,880,N
61944,c-10,c-21,c-5,830,UA,DEN,LAS,629,N
61945,c-1,c-24,c-1,1840,WN,BWI,BNA,588,N
61946,c-6,c-10,c-5,1409,MQ,CLT,MIA,650,N
61947,c-1,c-28,c-5,1622,OH,CVG,HSV,325,N
61948,c-1,c-6,c-5,1140,OO,ALB,ORD,723,N
61949,c-1,c-19,c-4,1450,WN,MDW,DTW,229,Y
61950,c-4,c-21,c-4,1638,WN,PDX,RNO,444,N
61951,c-6,c-27,c-2,824,F9,DEN,SLC,391,N
61952,c-9,c-14,c-3,1531,OO,XNA,SLC,1004,Y
61953,c-5,c-19,c-4,1929,XE,RIC,CLE,362,Y
61954,c-4,c-15,c-6,1840,XE,IAH,PIT,1117,N
61955,c-10,c-18,c-3,1545,US,PIT,DCA,205,N
61956,c-11,c-9,c-3,2027,AA,SJU,JFK,1597,Y
61957,c-3,c-15,c-3,1912,WN,STL,MDW,251,N
61958,c-4,c-29,c-6,823,OO,ORD,BHM,584,N
61959,c-2,c-13,c-1,2001,MQ,FAT,LAX,209,N
61960,c-8,c-8,c-1,745,OH,LGA,GSO,461,N
61961,c-6,c-15,c-4,1350,WN,ABQ,SLC,493,Y
61962,c-12,c-23,c-5,2000,WN,BNA,MHT,938,N
61963,c-3,c-26,c-7,1245,NW,LGA,MEM,963,Y
61964,c-10,c-9,c-7,1415,TZ,MDW,SFO,1855,N
61965,c-10,c-15,c-6,1329,HP,PHX,SEA,1107,N
61966,c-12,c-25,c-7,1714,CO,EWR,DEN,1605,N
61967,c-8,c-2,c-2,704,DL,SJU,JFK,1597,N
61968,c-6,c-13,c-2,1318,OO,DEN,FAR,627,Y
61969,c-4,c-6,c-4,655,WN,TPA,ISP,1034,N
61970,c-8,c-24,c-3,1310,XE,IAH,OKC,395,N
61971,c-9,c-4,c-1,556,UA,BOS,ORD,867,N
61972,c-5,c-27,c-6,839,UA,IAD,STT,1605,N
61973,c-5,c-2,c-2,558,DL,DAY,ATL,432,N
61974,c-7,c-19,c-2,1756,OH,CVG,OMA,614,Y
61975,c-3,c-29,c-2,1740,XE,SDF,EWR,642,Y
61976,c-11,c-26,c-6,1556,US,PIT,DCA,205,N
61977,c-2,c-15,c-2,1040,OO,LAX,CLD,86,N
61978,c-11,c-19,c-6,1735,WN,ABQ,DAL,580,N
61979,c-4,c-5,c-3,1528,XE,CLE,IAD,288,N
61980,c-6,c-8,c-3,1406,HA,LIH,HNL,102,N
61981,c-6,c-9,c-5,2151,CO,EWR,PVD,160,Y
61982,c-3,c-28,c-2,1240,FL,ATL,DAY,432,N
61983,c-4,c-10,c-7,1210,XE,JAN,IAH,351,N
61984,c-1,c-6,c-5,1102,CO,IAH,ATL,689,N
61985,c-4,c-8,c-6,825,WN,AUS,SAN,1164,N
61986,c-5,c-29,c-1,1555,WN,ISP,BWI,220,N
61987,c-4,c-27,c-3,757,MQ,ORD,SDF,286,N
61988,c-12,c-19,c-2,556,US,PIT,PHL,267,N
61989,c-4,c-4,c-2,1416,UA,MSP,DEN,680,N
61990,c-10,c-29,c-6,1040,AS,SAN,PDX,933,N
61991,c-3,c-12,c-7,1010,OH,CVG,MSN,373,N
61992,c-1,c-10,c-1,650,WN,JAX,FLL,318,N
61993,c-3,c-5,c-6,2138,UA,ORD,DEN,888,N
61994,c-2,c-12,c-7,1605,AA,DFW,ONT,1189,N
61995,c-9,c-28,c-4,1057,XE,AMA,IAH,519,N
61996,c-8,c-5,c-6,1358,NW,MEM,MSP,700,Y
61997,c-3,c-22,c-3,1830,UA,ORD,LAX,1745,N
61998,c-3,c-27,c-7,1602,CO,SFO,EWR,2565,N
61999,c-5,c-7,c-7,2015,EV,MDW,ATL,590,Y
62000,c-3,c-29,c-3,2144,MQ,ORD,MSP,334,N
62001,c-9,c-14,c-3,1245,WN,PHX,OKC,833,N
62002,c-8,c-12,c-5,1149,OO,GJT,SLC,217,N
62003,c-1,c-2,c-7,1243,NW,DTW,LAX,1979,Y
62004,c-2,c-16,c-3,1812,US,RSW,DCA,892,N
62005,c-6,c-5,c-7,1014,US,TPA,CLT,508,N
62006,c-8,c-22,c-1,1705,AA,DFW,IND,762,N
62007,c-3,c-17,c-5,1035,WN,OMA,MDW,423,N
62008,c-11,c-15,c-2,1700,MQ,JFK,RDU,426,N
62009,c-2,c-23,c-3,1344,NW,MSP,IAH,1034,N
62010,c-10,c-25,c-2,2015,WN,SAT,ELP,496,N
62011,c-3,c-8,c-3,743,UA,SJC,DEN,948,N
62012,c-2,c-6,c-1,1510,CO,MIA,EWR,1086,Y
62013,c-12,c-4,c-1,1407,NW,PHX,MSP,1276,N
62014,c-2,c-26,c-7,1000,AA,MIA,EGE,1811,N
62015,c-9,c-2,c-5,830,WN,MDW,MCO,989,N
62016,c-9,c-30,c-5,1801,DH,JFK,IAD,228,Y
62017,c-8,c-4,c-5,1959,US,CLT,ORD,599,N
62018,c-12,c-14,c-3,1020,WN,TPA,ISP,1034,N
62019,c-6,c-16,c-5,1628,AA,DFW,LAX,1235,N
62020,c-12,c-18,c-7,1158,MQ,ORD,SGF,438,N
62021,c-1,c-14,c-5,1757,DL,ATL,MIA,595,N
62022,c-3,c-22,c-2,1733,XE,IAH,BFL,1428,N
62023,c-11,c-12,c-7,1324,WN,SLC,BWI,1864,N
62024,c-6,c-21,c-2,1144,DL,ATL,BDL,859,N
62025,c-5,c-9,c-1,1621,FL,PHL,FLL,992,N
62026,c-5,c-28,c-7,2113,DL,SLC,ONT,558,N
62027,c-4,c-25,c-1,2115,NW,MSP,ABQ,981,N
62028,c-4,c-3,c-1,700,WN,PHX,LAS,256,N
62029,c-8,c-29,c-2,1241,AA,SJC,LAS,386,N
62030,c-5,c-25,c-3,1534,AA,DFW,MCI,460,Y
62031,c-4,c-23,c-7,1505,WN,PHX,PVD,2277,Y
62032,c-9,c-26,c-1,845,UA,IAD,LAS,2066,N
62033,c-3,c-20,c-1,1717,OO,PIH,SLC,150,N
62034,c-10,c-10,c-2,755,AS,EWR,SEA,2401,N
62035,c-9,c-24,c-6,1254,US,CLT,BNA,329,N
62036,c-9,c-10,c-6,634,OO,SLC,LAX,590,N
62037,c-10,c-27,c-4,1334,MQ,SGF,DFW,364,N
62038,c-5,c-16,c-1,802,UA,ORD,PHL,678,N
62039,c-4,c-5,c-2,1642,AA,HNL,LAX,2556,Y
62040,c-1,c-5,c-4,940,UA,OKC,DEN,495,N
62041,c-10,c-28,c-6,1309,EV,MHT,ATL,952,Y
62042,c-3,c-25,c-6,1700,WN,HOU,LAX,1390,N
62043,c-11,c-21,c-1,1538,UA,DEN,COS,72,N
62044,c-12,c-26,c-1,1630,AA,MIA,DFW,1121,Y
62045,c-9,c-26,c-1,1500,MQ,GRK,DFW,134,N
62046,c-2,c-23,c-4,1936,DL,BDL,ATL,859,N
62047,c-10,c-25,c-3,1210,EV,ERI,ATL,626,N
62048,c-11,c-24,c-5,835,WN,CMH,BNA,338,N
62049,c-5,c-28,c-7,1925,UA,DEN,EWR,1605,Y
62050,c-9,c-18,c-1,1748,F9,DCA,DEN,1476,N
62051,c-1,c-22,c-7,1151,AA,DFW,COS,592,N
62052,c-9,c-2,c-5,1355,MQ,BOS,DCA,399,N
62053,c-6,c-1,c-3,1328,EV,CAE,ATL,191,Y
62054,c-2,c-18,c-6,1705,YV,IAD,JFK,228,N
62055,c-3,c-7,c-1,1836,DL,GSO,ATL,306,N
62056,c-10,c-4,c-3,1218,AA,STL,LAS,1372,Y
62057,c-9,c-16,c-5,1403,US,RDU,CLT,130,N
62058,c-8,c-17,c-4,1910,DL,ATL,CLT,227,N
62059,c-11,c-20,c-1,1126,US,LAS,DEN,629,N
62060,c-10,c-31,c-1,1154,UA,SFO,EWR,2565,N
62061,c-6,c-3,c-6,1101,FL,DEN,ATL,1199,N
62062,c-1,c-27,c-4,1225,WN,BOI,GEG,287,Y
62063,c-4,c-27,c-3,1149,OO,LAX,PHX,370,N
62064,c-4,c-18,c-2,1737,US,CLT,SAN,2077,N
62065,c-12,c-5,c-2,704,WN,ONT,SJC,333,N
62066,c-7,c-17,c-7,1830,OO,MSO,SLC,436,N
62067,c-10,c-28,c-5,2119,NW,MSP,RAP,490,N
62068,c-7,c-1,c-6,1729,UA,DEN,ONT,819,N
62069,c-10,c-3,c-2,1512,UA,ORD,PHX,1440,N
62070,c-6,c-26,c-7,2035,AS,PDX,OAK,543,Y
62071,c-10,c-25,c-2,1128,EV,ABE,ATL,692,N
62072,c-4,c-6,c-4,750,MQ,MQT,TVC,142,N
62073,c-8,c-14,c-1,2058,YV,PHX,TUS,110,Y
62074,c-11,c-12,c-7,809,US,PHX,SFO,651,N
62075,c-10,c-6,c-4,721,NW,STL,MEM,256,N
62076,c-6,c-20,c-1,1430,WN,SAN,PHX,304,N
62077,c-6,c-4,c-6,1840,WN,PHL,PBI,951,N
62078,c-2,c-27,c-1,1530,FL,LGA,CAK,396,Y
62079,c-8,c-25,c-4,1249,OO,SFO,BUR,326,N
62080,c-3,c-28,c-1,1752,US,FLL,DCA,899,N
62081,c-4,c-17,c-1,1938,UA,SFO,SEA,679,Y
62082,c-3,c-28,c-2,1055,YV,SAN,PHX,304,N
62083,c-12,c-15,c-4,1847,MQ,ORD,COS,911,N
62084,c-12,c-18,c-7,1646,DL,JFK,FLL,1069,N
62085,c-1,c-6,c-5,1530,AA,MCI,DFW,460,Y
62086,c-8,c-18,c-5,1941,XE,IAH,SAV,851,N
62087,c-8,c-3,c-4,1333,UA,ORD,ATL,606,N
62088,c-4,c-26,c-2,945,WN,HOU,AUS,148,N
62089,c-12,c-5,c-1,707,US,PIT,CLT,366,N
62090,c-5,c-20,c-5,1355,WN,HOU,AUS,148,N
62091,c-11,c-28,c-1,1758,WN,MCI,OKC,313,Y
62092,c-7,c-1,c-6,605,F9,SFO,LAX,337,N
62093,c-5,c-17,c-3,1216,AA,DFW,OMA,583,N
62094,c-4,c-12,c-2,2124,DH,IAD,IND,476,N
62095,c-9,c-5,c-2,943,WN,LAX,PHX,370,N
62096,c-7,c-16,c-6,2020,OH,JFK,ORD,740,Y
62097,c-5,c-12,c-5,2316,UA,ORD,SEA,1721,Y
62098,c-12,c-1,c-5,840,WN,OAK,ONT,361,N
62099,c-2,c-19,c-6,655,EV,ROA,ATL,357,N
62100,c-7,c-8,c-6,1104,FL,FLL,ATL,581,N
62101,c-10,c-31,c-2,1759,B6,BOS,PHX,2300,N
62102,c-3,c-9,c-4,947,EV,ATL,DTW,594,N
62103,c-9,c-23,c-6,1742,DL,ORF,ATL,516,Y
62104,c-10,c-16,c-1,2032,US,PIT,LAS,1910,N
62105,c-5,c-31,c-2,1557,WN,SLC,MDW,1258,Y
62106,c-4,c-10,c-1,1812,CO,EWR,BQN,1585,N
62107,c-9,c-22,c-5,1531,DL,ATL,MCI,692,Y
62108,c-7,c-31,c-7,1025,WN,BWI,ORF,159,N
62109,c-9,c-12,c-2,1907,WN,LAS,LAX,236,N
62110,c-5,c-20,c-6,1153,AA,SAN,ORD,1723,N
62111,c-8,c-19,c-6,1325,UA,SNA,DEN,846,N
62112,c-3,c-18,c-6,852,DL,ATL,MEM,332,N
62113,c-9,c-28,c-4,2106,AA,MIA,MSY,674,N
62114,c-8,c-11,c-5,1256,WN,SEA,PHX,1107,N
62115,c-12,c-11,c-7,1518,OO,DEN,XNA,616,N
62116,c-2,c-14,c-2,1614,OO,OAK,SLC,588,N
62117,c-5,c-10,c-3,2012,UA,SFO,SEA,679,N
62118,c-5,c-14,c-6,759,AA,AUS,DFW,190,N
62119,c-7,c-4,c-2,1034,US,DFW,PHL,1302,N
62120,c-9,c-13,c-3,620,NW,PVD,DTW,614,Y
62121,c-1,c-18,c-3,906,NW,MKE,MSP,297,N
62122,c-7,c-2,c-7,1333,UA,DEN,IAD,1452,N
62123,c-6,c-26,c-1,1254,B6,OAK,IAD,2408,Y
62124,c-7,c-12,c-2,1855,MQ,LBB,DFW,282,Y
62125,c-4,c-12,c-3,2125,WN,HOU,LAS,1235,Y
62126,c-7,c-25,c-2,1034,B6,BUR,JFK,2465,N
62127,c-2,c-7,c-2,1947,FL,MCO,PIT,834,N
62128,c-8,c-20,c-6,914,UA,IAD,MDW,577,N
62129,c-9,c-16,c-5,1346,AA,DFW,SLC,988,N
62130,c-10,c-26,c-3,835,OH,STL,CVG,307,N
62131,c-3,c-17,c-5,2015,OO,ORD,AUS,978,N
62132,c-5,c-24,c-2,2057,OH,CVG,ACY,542,N
62133,c-8,c-6,c-7,1511,NW,SFO,HNL,2398,N
62134,c-6,c-1,c-4,1416,MQ,SBP,LAX,155,N
62135,c-8,c-3,c-3,631,XE,BUF,EWR,282,N
62136,c-10,c-12,c-4,1031,WN,RDU,PHL,336,Y
62137,c-8,c-23,c-3,658,US,LAS,LAX,236,N
62138,c-5,c-30,c-2,652,UA,PHX,ORD,1440,N
62139,c-11,c-3,c-4,1318,DL,ABQ,CVG,1240,N
62140,c-12,c-10,c-6,1102,DL,PHF,ATL,508,N
62141,c-7,c-6,c-3,1835,MQ,HOU,DFW,247,Y
62142,c-5,c-3,c-3,837,WN,STL,TUL,351,N
62143,c-11,c-26,c-7,1903,OO,LAX,YUM,237,Y
62144,c-11,c-20,c-1,1802,WN,PHL,PIT,267,N
62145,c-7,c-20,c-3,1229,DL,SEA,CVG,1964,N
62146,c-10,c-9,c-7,809,AA,ORD,RNO,1671,N
62147,c-5,c-30,c-1,1042,DL,PDX,CVG,1975,N
62148,c-8,c-16,c-3,1623,OO,GEG,DEN,836,N
62149,c-2,c-25,c-5,1808,MQ,LGA,BOS,185,N
62150,c-5,c-7,c-7,1525,AQ,LIH,HNL,102,N
62151,c-12,c-18,c-1,944,DL,ATL,EWR,745,N
62152,c-9,c-6,c-3,1239,US,BOS,PHX,2300,N
62153,c-10,c-8,c-6,848,FL,BWI,ATL,576,N
62154,c-8,c-18,c-4,2140,WN,MCI,PDX,1481,Y
62155,c-6,c-4,c-6,1530,WN,LAS,ORF,2155,N
62156,c-6,c-25,c-7,1442,WN,PHX,OMA,1037,Y
62157,c-6,c-14,c-3,831,NW,JAX,DTW,814,N
62158,c-10,c-23,c-7,714,AA,SAN,DFW,1171,N
62159,c-8,c-11,c-4,1247,DH,IAD,RDU,224,N
62160,c-4,c-1,c-6,1922,DL,ATL,MCO,403,N
62161,c-4,c-20,c-3,1516,OO,FSD,DEN,483,N
62162,c-12,c-10,c-6,707,AS,GEG,LAX,945,Y
62163,c-9,c-7,c-3,1113,MQ,ORD,DSM,299,N
62164,c-12,c-31,c-7,914,WN,SAN,ABQ,628,N
62165,c-8,c-1,c-2,1121,AA,BOS,MIA,1258,N
62166,c-9,c-8,c-5,1910,OH,RDU,CVG,390,Y
62167,c-8,c-30,c-2,947,WN,MDW,MCI,405,N
62168,c-5,c-27,c-6,720,AA,SFO,MIA,2585,N
62169,c-10,c-5,c-4,735,EV,ATL,GSO,306,N
62170,c-10,c-19,c-3,2108,AS,SFO,SEA,679,Y
62171,c-11,c-26,c-6,657,XE,ALB,EWR,143,N
62172,c-7,c-5,c-2,1555,UA,ORD,FLL,1182,N
62173,c-10,c-21,c-5,1250,MQ,LEX,DFW,785,N
62174,c-3,c-4,c-5,600,UA,PDX,DEN,992,N
62175,c-10,c-3,c-2,643,DL,ATL,LGA,761,N
62176,c-6,c-26,c-7,1514,OO,ORD,AUS,978,Y
62177,c-6,c-26,c-7,2100,OH,LAN,CVG,258,N
62178,c-1,c-13,c-5,1127,YV,SAN,PHX,304,Y
62179,c-6,c-20,c-1,935,OH,ATW,CVG,411,N
62180,c-3,c-10,c-4,700,WN,MCI,PHX,1044,N
62181,c-4,c-17,c-1,1750,WN,MDW,DTW,229,N
62182,c-12,c-9,c-6,1118,FL,MCO,ATL,403,N
62183,c-8,c-1,c-1,1257,OO,SLC,BIL,387,N
62184,c-3,c-14,c-1,1501,UA,SAN,SFO,447,N
62185,c-12,c-16,c-5,1137,AA,DFW,LGA,1389,Y
62186,c-11,c-20,c-1,1002,DL,SLC,CLE,1565,N
62187,c-10,c-5,c-4,735,UA,ORD,MHT,843,N
62188,c-7,c-12,c-2,1645,WN,DAL,LIT,296,N
62189,c-11,c-17,c-4,905,WN,MDW,BHM,570,N
62190,c-5,c-4,c-4,1844,AA,PHL,DFW,1302,N
62191,c-4,c-15,c-5,1715,UA,DTW,DEN,1123,N
62192,c-9,c-19,c-2,1050,WN,DAL,SAT,248,N
62193,c-1,c-15,c-6,1115,WN,LAS,SNA,226,N
62194,c-7,c-24,c-7,1648,XE,ABQ,IAH,744,N
62195,c-9,c-29,c-5,1507,UA,DEN,OAK,957,Y
62196,c-1,c-28,c-5,753,WN,HOU,AUS,148,N
62197,c-2,c-5,c-7,1142,UA,DEN,PDX,992,Y
62198,c-12,c-25,c-7,713,CO,ONT,IAH,1334,N
62199,c-11,c-15,c-2,729,OO,SAN,LAX,109,Y
62200,c-12,c-4,c-1,1419,F9,OMA,DEN,472,N
62201,c-9,c-29,c-4,2144,UA,ORD,IAD,589,Y
62202,c-10,c-27,c-5,1318,DL,SLC,ONT,558,Y
62203,c-6,c-27,c-1,839,US,TPA,CLT,508,N
62204,c-9,c-4,c-1,1907,YV,BNA,ORD,409,Y
62205,c-7,c-30,c-7,1721,XE,CLE,MCI,694,Y
62206,c-5,c-4,c-3,818,OO,SLC,ONT,558,N
62207,c-10,c-2,c-7,1302,MQ,CLE,DFW,1021,N
62208,c-6,c-16,c-5,1645,US,ORD,PHX,1440,N
62209,c-5,c-4,c-4,1315,XE,IAH,PNS,489,N
62210,c-12,c-31,c-7,1509,YV,BDL,CLT,644,N
62211,c-9,c-27,c-2,2012,UA,SFO,SNA,372,N
62212,c-3,c-29,c-2,1617,WN,PVD,BWI,328,N
62213,c-4,c-12,c-3,1924,B6,MCO,BOS,1121,N
62214,c-11,c-22,c-3,1604,AA,MIA,LAX,2342,N
62215,c-5,c-26,c-4,1120,WN,BWI,RDU,255,Y
62216,c-12,c-8,c-5,1054,AS,SEA,ORD,1721,N
62217,c-10,c-15,c-6,1735,FL,ATL,MCO,403,N
62218,c-7,c-24,c-7,1130,MQ,RDU,BOS,612,N
62219,c-12,c-30,c-6,845,AA,DFW,LAX,1235,Y
62220,c-12,c-16,c-5,1939,UA,MCI,DEN,533,Y
62221,c-2,c-20,c-7,759,AA,JFK,LAX,2475,N
62222,c-8,c-22,c-2,1255,OH,BHM,LGA,866,N
62223,c-6,c-13,c-2,1706,DL,SLC,MCO,1929,N
62224,c-10,c-21,c-5,1721,XE,BUF,EWR,282,Y
62225,c-7,c-5,c-2,1645,AA,LAX,HNL,2556,N
62226,c-5,c-16,c-2,1014,OO,SLC,MCI,919,N
62227,c-2,c-17,c-5,1611,UA,ORD,DCA,612,Y
62228,c-7,c-14,c-5,1827,FL,ATL,FNT,644,Y
62229,c-7,c-5,c-3,944,DL,ATL,MCO,403,N
62230,c-1,c-30,c-7,1534,NW,IND,FLL,1005,N
62231,c-12,c-1,c-5,1115,US,PHX,SFO,651,Y
62232,c-9,c-28,c-3,601,US,PWM,DCA,482,N
62233,c-12,c-30,c-6,1827,EV,PDX,SLC,630,Y
62234,c-8,c-28,c-1,1632,B6,BOS,SJC,2689,N
62235,c-8,c-25,c-4,1054,DL,ATL,SAV,215,N
62236,c-8,c-27,c-7,1551,WN,LAS,HOU,1235,Y
62237,c-7,c-15,c-6,715,AA,STL,MIA,1068,N
62238,c-6,c-25,c-6,1527,CO,MSY,IAH,305,N
62239,c-11,c-10,c-5,1031,F9,DEN,MSP,680,N
62240,c-9,c-13,c-2,2100,WN,BWI,BDL,283,N
62241,c-3,c-17,c-5,840,YV,IAD,ATL,533,N
62242,c-2,c-1,c-2,807,B6,JFK,MSY,1182,N
62243,c-7,c-30,c-6,1840,NW,MEM,IND,381,N
62244,c-12,c-11,c-1,2008,OO,LAX,OXR,49,N
62245,c-2,c-17,c-5,1446,DL,GSP,ATL,153,N
62246,c-12,c-11,c-7,1406,WN,CMH,BWI,336,N
62247,c-12,c-6,c-2,1100,MQ,BOS,LGA,185,N
62248,c-7,c-23,c-6,1221,B6,ROC,JFK,264,N
62249,c-11,c-27,c-7,720,CO,EWR,SRQ,1034,N
62250,c-4,c-22,c-5,1046,EV,ATL,IAH,689,N
62251,c-2,c-13,c-7,1306,OO,IAH,VCT,123,N
62252,c-12,c-4,c-7,2240,EV,ATL,PIA,564,Y
62253,c-2,c-7,c-2,1331,OO,MFR,DEN,964,N
62254,c-10,c-27,c-4,1635,WN,MCI,BNA,491,Y
62255,c-5,c-28,c-7,1927,US,PHX,ONT,325,Y
62256,c-5,c-14,c-7,1611,US,CLT,BWI,361,N
